 FUNC00
 -0.7391909      0.6734960    
 -0.9715922      0.2366614    
 -0.9661139     -0.2581162    
 -0.7240972     -0.6896979    
 -0.3047963     -0.9524176    
  0.1891294     -0.9819522    
  0.6367496     -0.7710706    
  0.9284713     -0.3714041    
  0.9928709      0.1191951    
  0.8141810      0.5806112    
  0.4361512      0.8998734    
 -4.8663609E-02  0.9988152    
 -0.5215639      0.8532122    
 -0.8667671      0.4987132    
 -0.9997555      2.2111688E-02
 -0.8879689     -0.4599035    
 -0.5587766     -0.8293182    
 -9.2776202E-02 -0.9956870    
  0.3959390     -0.9182768    
  0.7877145     -0.6160405    
  0.9866300     -0.1629759    
  0.9439842      0.3299908    
  0.6702180      0.7421643    
  0.2323591      0.9726301    
 -0.2623894      0.9649621    
 -0.6928958      0.7210377    
 -0.9537572      0.3005782    
 -0.9811055     -0.1934734    
 -0.7682450     -0.6401559    
 -0.3672913     -0.9301059    
  0.1235881     -0.9923336    
  0.5842088     -0.8116034    
  0.9017949     -0.4321643    
  0.9985901      5.3083587E-02
  0.8508956      0.5253348    
  0.4948722      0.8689657    
  1.7686855E-02  0.9998436    
 -0.4638289      0.8859248    
 -0.8317831      0.5551007    
 -0.9960878      8.8368684E-02
 -0.9165155     -0.3999991    
 -0.6125482     -0.7904332    
 -0.1586078     -0.9873416    
  0.3341654     -0.9425145    
  0.7451232     -0.6669269    
  0.9736489     -0.2280523    
  0.9637914      0.2666575    
  0.7179641      0.6960801    
  0.2963542      0.9550781    
 -0.1978136      0.9802396    
 -0.6435497      0.7654043    
 -0.9317223      0.3631714    
 -0.9917769     -0.1279786    
 -0.8090099     -0.5877950    
 -0.4281690     -0.9036987    
  5.7502527E-02 -0.9983454    
  0.5290955     -0.8485623    
  0.8711474     -0.4910216    
  0.9999121     -1.3261677E-02
  0.8838634      0.4677452    
  0.5514141      0.8342317    
  8.3959438E-02  0.9964692    
 -0.4040514      0.9147363    
 -0.7931364      0.6090440    
 -0.9880340      0.1542366    
 -0.9410263     -0.3383334    
 -0.6636226     -0.7480676    
 -0.2237410     -0.9746487    
  0.2709203     -0.9626018    
